title,txt,rating,revdate
This machine is the best dishwasher I have owned.,"Spotless cleaning, quiet operation, drys perfetly. Best dishwasher of the last 5 maufactors I've have owned. [This review was collected as part of a promotion.]",100,"February 3, 2020"
Great so far but......,"Solid dishwasher from Bosch. I have never owned a Bosch product but the reviews led me to pick this brand and model. All reviews were good from several different sources. My dishwashers have always been the cheaper models so I didn't realize how loud they were or maybe another way to view it, how quite this dishwasher runs. Racks are better made (my last dishwasher racks were held together with zip ties). So, I rate it great so far but I have only had it for a month and a half. I don't like giving high ratings on things that I haven't had long. That's the reason for a four star. In a year, I would hope to give it 5 stars. Durability is my number one concern of any product I buy. [This review was collected as part of a promotion.]",80,"February 3, 2020"
Replacement dishwasher,"We like the dishwasher and are hoping it lasts longer than the last one, 4 years.  It cleans dishes well and switches are set back so that I'm not constantly bumping them on.  I have noticed that the door stays shut rather tight and this causes odors to stay inside the cavity of the dishwasher.  I would change that if I could.  Racking is different but i was able to adust to that and make things stack reasonably well.  Also the rince dry container leaks after you fill it and tilt the door upright.  It is hard to tell if the liquad is staying in there at all so I'm guessing I will go through a lot of it. [This review was collected as part of a promotion.]",80,"February 3, 2020"
shem63w55n,"great dishwasher, so quiet! [This review was collected as part of a promotion.]",80,"February 3, 2020"
Bosch 300,"It's so quiet! Easy to organize and place dishes in, love the silverware rack ""drawer"". The 60 minute program is ideal. [This review was collected as part of a promotion.]",100,"February 3, 2020"
First Dishwasher is a Winner,"In our 48 years of marriage, we've never owned a dishwasher. We recently renovated our kitchen and added a dishwasher. I checked with my niece who is an interior designer who suggested Bosch and Wirecutter which recommended this model. Good advice from both.

We've had it 6 weeks now and are very satisfied with our purchase. The dishwasher is quiet and cleans very well. The interior design is very flexible with a variety of ways to configure it, giving a lot of options in loading it. It easily accepts half-sheet pans and a 6-qt soup pot.

There are just the two of and we generally can go 3 days between washes but it's very nice to have the half-load option if we need to run it sooner. [This review was collected as part of a promotion.]",100,"February 3, 2020"
"So far, so good","Have had it a couple of months now.  Quiet as can be.  Cleans well.  I especially like that it has a quick (60 minute) option, and that it cleans well on that cycle.  Hoping for many years of problem-free dish cleaning. [This review was collected as part of a promotion.]",100,"February 2, 2020"
Great Dishwasher,Simple. Easy to use. Very well-designed racks. Extremely quiet. Cleans beautifully. Excellent in every way. Highly recommend. [This review was collected as part of a promotion.],100,"February 2, 2020"
Love the quiet,"In our open concept home, we love our BOSCH dishwasher.  It is quiet and cleans dishes excellently.  Also love the top tray for odd shapes utensils. [This review was collected as part of a promotion.]",100,"February 2, 2020"
Very pleased,We are really happy with the dishwasher. Dishes come out perfect. [This review was collected as part of a promotion.],100,"February 1, 2020"
Best dishwasher,This is my second Bosch dishwasher. It's like a workhorse! It absolutely cleans everything I throw in it! Highly recommend it! [This review was collected as part of a promotion.],100,"February 1, 2020"
It is quiet,But I wish I had followed my instinct and returned it after the first wash.   Even barely filled this dishwasher just does not clean as well as the one we replaced.  All dishes need to be 100% clear of any kind of debris.,20,"January 31, 2020"
Superb dishwasher that saves time & $$!,"Our new dishwasher gets the job done better and for less cost!  It cleans, dries and sanitizes beautifully. We love the third rack for silverware. We are using less dishwasher soap than we had to use in our old dishwasher and it runs less time which saves us money!  We also love that we can put plastic on the bottom shelf without damaging it. This is a great dishwasher!",100,"January 31, 2020"
Bosch,Love my new dishwasher so far.  everything comes out so much cleaner than with the Maytag I had previously. [This review was collected as part of a promotion.],100,"January 31, 2020"
Beautifully and functionally designed,"I spent a lot of time researching the top rated dishwashers and found this one frequently come up. It was a great choice, and I’m very happy with how it cleans and how quiet it is. As other reviews note, drying plastics is not a strength. This doesn’t bother me and i just lay them on a towel for a little while. It fits so many dishes with the great third rack that I often run out of dishes before I fill it. Highly recommend! [This review was collected as part of a promotion.]",100,"January 31, 2020"
Easy peezy,So easy to operate with great cleaning results! [This review was collected as part of a promotion.],100,"January 31, 2020"
Love Bosch dishwashers but a few issues,Had a Bosch previously and that’s why we bought another.  Really like it but my previous model dried better. The fold down tiny rack at the top side folded down more flat which made it more useful than the current one. Love the third top rack. Didn’t know if I would use it but use it all the time. Would recommend Bosch. [This review was collected as part of a promotion.],80,"January 30, 2020"
