title,txt,rating,revdate
Backorder nightmare,"I purchased this dishwasher and the matching set or kitchen appliances almost 2 months ago and still do not have a working dishwasher. When I purchased this set I set the delivery for 3 weeks out, 2 and a half weeks in I was informed the appliances are on back order and I won’t be getting them for another 3 weeks. After I got the set I quickly realized the dishwasher was leaking badly, I got the delivery company back out and found out it was a faulty unit and needed to be replaced. A new delivery date was set for the following Wednesday, on the Monday before my delivery was set for I get a call that the dishwasher is again on back order and I won’t be receiving it for another 3 and a half weeks. This entire process has been insane and not only would I not touched he appliances with a 10 foot pole ever again but Home Depot has offered little to no support and I’m appalled at the whole situation.",20,"June 15, 2020"
dents in the control panel that we didn't see whenever they dropped it off. Also doesn't seem ver...,dents in the control panel that we didn't see whenever they dropped it off. Also doesn't seem very sturdy. Some of the metal that's pressed together coming apart as well. Disappointed in quality of product.,60,"June 15, 2020"
This dishwasher was way quieter than I thought it would...,This dishwasher was way quieter than I thought it would be. Works really good. Hopefully it will last longer that 3 years.,100,"June 14, 2020"
LONGER WASH CYCLES = SANITIZED DISHES,"During the pandemic, I was researching dishwashers, and found very few to have a sanitize setting.  Yes, it will take a longer time to wash the dishes, but who really cares about the time frame.  The dishes have always come out clean, but most importantly, sanitized!",80,"June 13, 2020"
Brand new and broken,"Do not purchase this dishwasher. I had this dishwasher installed on brand new electric and plumbing, and the dishwasher does not work. It filled with water and released the water, so the contractors were satisfied that the installation was successful. When I had to actually do dishes the next day, the dishwasher would not run a cycle.Home Depot’s customer service let me know that they cannot take it back because ice should have rejected the delivery. So, I am supposed to psychically know that the dishwasher was broken before it was hooked up and connected.",20,"June 12, 2020"
"Works great, only issue is the handle sticks out further...","Works great, only issue is the handle sticks out further than expected so we had to modify a kitchen drawer.",80,"June 11, 2020"
"Great features, esp. steam rinse","I really can't say right now how much I enjoy this dishwasher, as it went in late afternoon
and haven't had a change to use it yet. I will let you know what I thinks of it after I use it for a week or so.",100,"June 11, 2020"
Pleasant Improvement,This dishwasher is definitely a step up from our older GE dishwasher.  Cleans and dries dishes better.  The upper third rack is a good feature.  Really satisfied with how quiet is runs.,80,"June 11, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 11, 2020"
It's a dishwasher,It washes dishes.  It runs for what seems like days.  But it washes good and drys pretty decently.  It's nearly silent which I really like.,80,"June 10, 2020"
Super Quiet,"This thing is awesome.  Very quiet, cleans excellently. No need to pre-wash like we have with other brands.",100,"June 10, 2020"
"It is pretty and quiet, but I am still trying...","It is pretty and quiet, but I am still trying to figure it out. Definitely, have to use Finish detergent as recommended.  I used premium cascade and spots everywhere. Sometimes the dishes come out perfectly,  dry and shining. Other times there is pooled water. Also, if you make the top rack deeper for longer stemmed glasses, the bottom rack silverware hits the spinner. You have to arrange carefully.  it didn't come with a manual so... off to you tube to get everything right!",60,"June 10, 2020"
We are happy with this purchase. It is useful that...,"We are happy with this purchase. It is useful that you can choose to only use top shelf or lower shelf when you don't have than many dishes. It saves time, energy and water.",100,"June 10, 2020"
Love it. So great to not have to wash the...,Love it. So great to not have to wash the dishes before putting them in the dishwasher. They come out clean!,100,"June 10, 2020"
Well organized,"Well organized and sized three rack system.  Nothing is cramped, we have plenty of room to put everything.  We love the silverware water spray function to enable great cleaning.  So quiet!  With our open living space design we don’t have to turn up the TV while it’s running just to know what happening.  Love all the functions, it really gets things clea!",100,"June 10, 2020"
I LOVE Black Slate!!!,I love this dishwasher. The color is gorgeous. No finger prints! It's so quiet and the features are great. My old Bosch died and I never thought I'd find a better washer. The rep who helped us knew exactly what I needed. We have black/stainless appliances and I hate the fingerprints. This washer is so perfect. I can't wait to reno my kitchen so that I can get the stove to complete the look.,100,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 10, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"June 10, 2020"
Did not match up to the advertisement of features,"Not as quite as we expected
Does not clean without pre rinsing some dishes - not as advertised
Does not dry items completely",80,"June 9, 2020"
Love extra shelf; silverware wash.,Complete cleaning. Silverware power wash. Looks great in my kitchen.,100,"June 9, 2020"
Better than not having a dishwasher,"It’s is very quiet and gets dishes extremely hot.  However, everything must be rinsed thoroughly as the machine will not clean otherwise.",80,"June 9, 2020"
Looks incredible.  So quiet. Cleans as advertised....,Looks incredible.  So quiet. Cleans as advertised.,100,"June 9, 2020"
It matches my other products,So far it is working just fine.  It some how got locked the other day and it took a bit to get it working again.  Glad we found the instructions.  Thanks,80,"June 9, 2020"
Works well,This DW does so much better than our old DW. We are happy with it and we love the hidden controls,80,"June 9, 2020"
